EventTemplate,Occurrences
<*> <*> (10.0.11.197:60700 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,8
accepting AMQP connection <*> (10.0.11.208:56988 -> 10.0.11.23:5672) ,14
<*> <*> (10.0.11.208:56988 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,14
closing AMQP connection <*> (10.0.11.197:60700 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,8
closing AMQP connection <*> (10.0.11.208:56988 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,14
accepting AMQP connection <*> (10.0.11.197:33480 -> 10.0.11.23:5672) ,9
<*> <*> (10.0.11.197:33480 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,9
closing AMQP connection <*> (10.0.11.197:33480 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,9
accepting AMQP connection <*> (10.0.11.208:58588 -> 10.0.11.23:5672) ,17
<*> <*> (10.0.11.208:58588 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,17
closing AMQP connection <*> (10.0.11.208:58588 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,17
accepting AMQP connection <*> (10.0.11.197:34716 -> 10.0.11.23:5672) ,8
<*> <*> (10.0.11.197:34716 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,8
accepting AMQP connection <*> (10.0.11.208:59016 -> 10.0.11.23:5672) ,11
<*> <*> (10.0.11.208:59016 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,11
closing AMQP connection <*> (10.0.11.208:59016 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,11
closing AMQP connection <*> (10.0.11.197:34716 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,8
accepting AMQP connection <*> (10.0.11.208:60692 -> 10.0.11.23:5672) ,10
<*> <*> (10.0.11.208:60692 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,10
closing AMQP connection <*> (10.0.11.208:60692 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,10
accepting AMQP connection <*> (10.0.11.208:60754 -> 10.0.11.23:5672) ,11
<*> <*> (10.0.11.208:60754 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,11
closing AMQP connection <*> (10.0.11.208:60754 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,11
accepting AMQP connection <*> (10.0.11.208:35008 -> 10.0.11.23:5672) ,14
<*> <*> (10.0.11.208:35008 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,14
closing AMQP connection <*> (10.0.11.208:35008 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,14
accepting AMQP connection <*> (10.0.11.208:37802 -> 10.0.11.23:5672) ,16
<*> <*> (10.0.11.208:37802 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,16
closing AMQP connection <*> (10.0.11.208:37802 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,16
accepting AMQP connection <*> (10.0.11.197:42104 -> 10.0.11.23:5672) ,11
<*> <*> (10.0.11.197:42104 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,11
closing AMQP connection <*> (10.0.11.197:42104 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,11
accepting AMQP connection <*> (10.0.11.208:39270 -> 10.0.11.23:5672) ,10
<*> <*> (10.0.11.208:39270 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,10
closing AMQP connection <*> (10.0.11.208:39270 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,10
accepting AMQP connection <*> (10.0.11.197:43288 -> 10.0.11.23:5672) ,15
<*> <*> (10.0.11.197:43288 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,15
closing AMQP connection <*> (10.0.11.197:43288 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,15
accepting AMQP connection <*> (10.0.11.197:43310 -> 10.0.11.23:5672) ,14
<*> <*> (10.0.11.197:43310 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,14
closing AMQP connection <*> (10.0.11.197:43310 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,14
accepting AMQP connection <*> (10.0.11.197:43326 -> 10.0.11.23:5672) ,15
<*> <*> (10.0.11.197:43326 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,15
closing AMQP connection <*> (10.0.11.197:43326 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,15
accepting AMQP connection <*> (10.0.11.197:43344 -> 10.0.11.23:5672) ,13
<*> <*> (10.0.11.197:43344 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,13
closing AMQP connection <*> (10.0.11.197:43344 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,13
accepting AMQP connection <*> (10.0.11.197:43352 -> 10.0.11.23:5672) ,13
<*> <*> (10.0.11.197:43352 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,13
closing AMQP connection <*> (10.0.11.197:43352 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,13
accepting AMQP connection <*> (10.0.11.197:43366 -> 10.0.11.23:5672) ,11
<*> <*> (10.0.11.197:43366 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,11
closing AMQP connection <*> (10.0.11.197:43366 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,11
accepting AMQP connection <*> (10.0.11.197:43382 -> 10.0.11.23:5672) ,13
<*> <*> (10.0.11.197:43382 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,13
closing AMQP connection <*> (10.0.11.197:43382 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,13
accepting AMQP connection <*> (10.0.11.208:40896 -> 10.0.11.23:5672) ,11
accepting AMQP connection <*> (10.0.11.197:43404 -> 10.0.11.23:5672) ,11
<*> <*> (10.0.11.208:40896 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,11
<*> <*> (10.0.11.197:43404 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,11
closing AMQP connection <*> (10.0.11.208:40896 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,11
closing AMQP connection <*> (10.0.11.197:43404 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,11
accepting AMQP connection <*> (10.0.11.208:40912 -> 10.0.11.23:5672) ,13
<*> <*> (10.0.11.208:40912 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,13
closing AMQP connection <*> (10.0.11.208:40912 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,13
accepting AMQP connection <*> (10.0.11.208:40918 -> 10.0.11.23:5672) ,15
<*> <*> (10.0.11.208:40918 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,15
accepting AMQP connection <*> (10.0.11.197:44024 -> 10.0.11.23:5672) ,11
<*> <*> (10.0.11.197:44024 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,11
closing AMQP connection <*> (10.0.11.197:44024 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,11
closing AMQP connection <*> (10.0.11.208:40918 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,15
accepting AMQP connection <*> (10.0.11.208:45606 -> 10.0.11.23:5672) ,16
<*> <*> (10.0.11.208:45606 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,16
closing AMQP connection <*> (10.0.11.208:45606 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,16
accepting AMQP connection <*> (10.0.11.208:46090 -> 10.0.11.23:5672) ,17
<*> <*> (10.0.11.208:46090 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,17
closing AMQP connection <*> (10.0.11.208:46090 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,17
accepting AMQP connection <*> (10.0.11.208:46828 -> 10.0.11.23:5672) ,9
<*> <*> (10.0.11.208:46828 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,9
accepting AMQP connection <*> (10.0.11.197:49194 -> 10.0.11.23:5672) ,17
<*> <*> (10.0.11.197:49194 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,17
closing AMQP connection <*> (10.0.11.208:46828 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,9
closing AMQP connection <*> (10.0.11.197:49194 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,17
accepting AMQP connection <*> (10.0.11.208:46968 -> 10.0.11.23:5672) ,12
<*> <*> (10.0.11.208:46968 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,12
closing AMQP connection <*> (10.0.11.208:46968 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,12
accepting AMQP connection <*> (10.0.11.197:49476 -> 10.0.11.23:5672) ,19
<*> <*> (10.0.11.197:49476 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,19
closing AMQP connection <*> (10.0.11.197:49476 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,19
accepting AMQP connection <*> (10.0.11.197:49512 -> 10.0.11.23:5672) ,9
<*> <*> (10.0.11.197:49512 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,9
closing AMQP connection <*> (10.0.11.197:49512 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,9
accepting AMQP connection <*> (10.0.11.197:49520 -> 10.0.11.23:5672) ,11
<*> <*> (10.0.11.197:49520 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,11
closing AMQP connection <*> (10.0.11.197:49520 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,11
accepting AMQP connection <*> (10.0.11.197:49530 -> 10.0.11.23:5672) ,17
<*> <*> (10.0.11.197:49530 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,17
closing AMQP connection <*> (10.0.11.197:49530 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,17
accepting AMQP connection <*> (10.0.11.197:51056 -> 10.0.11.23:5672) ,14
<*> <*> (10.0.11.197:51056 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,14
closing AMQP connection <*> (10.0.11.197:51056 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,14
accepting AMQP connection <*> (10.0.11.197:53020 -> 10.0.11.23:5672) ,12
<*> <*> (10.0.11.197:53020 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,12
closing AMQP connection <*> (10.0.11.197:53020 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,12
accepting AMQP connection <*> (10.0.11.208:52488 -> 10.0.11.23:5672) ,15
<*> <*> (10.0.11.208:52488 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,15
closing AMQP connection <*> (10.0.11.208:52488 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,15
accepting AMQP connection <*> (10.0.11.208:53070 -> 10.0.11.23:5672) ,12
<*> <*> (10.0.11.208:53070 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,12
closing AMQP connection <*> (10.0.11.208:53070 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,12
accepting AMQP connection <*> (10.0.11.208:54486 -> 10.0.11.23:5672) ,11
<*> <*> (10.0.11.208:54486 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,11
closing AMQP connection <*> (10.0.11.208:54486 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,11
accepting AMQP connection <*> (10.0.11.208:54506 -> 10.0.11.23:5672) ,15
<*> <*> (10.0.11.208:54506 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,15
closing AMQP connection <*> (10.0.11.208:54506 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,15
accepting AMQP connection <*> (10.0.11.208:54552 -> 10.0.11.23:5672) ,11
<*> <*> (10.0.11.208:54552 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,11
closing AMQP connection <*> (10.0.11.208:54552 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,11
accepting AMQP connection <*> (10.0.11.197:55540 -> 10.0.11.23:5672) ,10
<*> <*> (10.0.11.197:55540 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,10
closing AMQP connection <*> (10.0.11.197:55540 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,10
accepting AMQP connection <*> (10.0.11.197:55550 -> 10.0.11.23:5672) ,7
<*> <*> (10.0.11.197:55550 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,7
closing AMQP connection <*> (10.0.11.197:55550 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,7
accepting AMQP connection <*> (10.0.11.208:56982 -> 10.0.11.23:5672) ,21
<*> <*> (10.0.11.208:56982 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,21
closing AMQP connection <*> (10.0.11.208:56982 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,21
accepting AMQP connection <*> (10.0.11.208:58910 -> 10.0.11.23:5672) ,9
<*> <*> (10.0.11.208:58910 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,9
closing AMQP connection <*> (10.0.11.208:58910 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,9
accepting AMQP connection <*> (10.0.11.208:60532 -> 10.0.11.23:5672) ,10
<*> <*> (10.0.11.208:60532 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,10
closing AMQP connection <*> (10.0.11.208:60532 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,10
accepting AMQP connection <*> (10.0.11.197:33492 -> 10.0.11.23:5672) ,12
<*> <*> (10.0.11.197:33492 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,12
closing AMQP connection <*> (10.0.11.197:33492 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,12
accepting AMQP connection <*> (10.0.11.197:33534 -> 10.0.11.23:5672) ,10
<*> <*> (10.0.11.197:33534 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,10
closing AMQP connection <*> (10.0.11.197:33534 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,10
accepting AMQP connection <*> (10.0.11.208:34192 -> 10.0.11.23:5672) ,10
<*> <*> (10.0.11.208:34192 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,10
closing AMQP connection <*> (10.0.11.208:34192 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,10
accepting AMQP connection <*> (10.0.11.197:34638 -> 10.0.11.23:5672) ,10
<*> <*> (10.0.11.197:34638 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,10
accepting AMQP connection <*> (10.0.11.208:34296 -> 10.0.11.23:5672) ,14
<*> <*> (10.0.11.208:34296 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,14
closing AMQP connection <*> (10.0.11.197:34638 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,10
closing AMQP connection <*> (10.0.11.208:34296 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,14
accepting AMQP connection <*> (10.0.11.197:34670 -> 10.0.11.23:5672) ,16
<*> <*> (10.0.11.197:34670 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,16
closing AMQP connection <*> (10.0.11.197:34670 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,16
accepting AMQP connection <*> (10.0.11.208:34346 -> 10.0.11.23:5672) ,11
<*> <*> (10.0.11.208:34346 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,11
accepting AMQP connection <*> (10.0.11.197:34686 -> 10.0.11.23:5672) ,11
<*> <*> (10.0.11.197:34686 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,11
closing AMQP connection <*> (10.0.11.197:34686 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,11
accepting AMQP connection <*> (10.0.11.197:35342 -> 10.0.11.23:5672) ,12
<*> <*> (10.0.11.197:35342 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,12
closing AMQP connection <*> (10.0.11.197:35342 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,12
closing AMQP connection <*> (10.0.11.208:34346 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,11
accepting AMQP connection <*> (10.0.11.197:38424 -> 10.0.11.23:5672) ,14
<*> <*> (10.0.11.197:38424 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,14
closing AMQP connection <*> (10.0.11.197:38424 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,14
accepting AMQP connection <*> (10.0.11.208:40864 -> 10.0.11.23:5672) ,19
<*> <*> (10.0.11.208:40864 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,19
closing AMQP connection <*> (10.0.11.208:40864 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,19
accepting AMQP connection <*> (10.0.11.197:42126 -> 10.0.11.23:5672) ,10
<*> <*> (10.0.11.197:42126 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,10
accepting AMQP connection <*> (10.0.11.197:42234 -> 10.0.11.23:5672) ,14
closing AMQP connection <*> (10.0.11.197:42126 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,10
<*> <*> (10.0.11.197:42234 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,14
accepting AMQP connection <*> (10.0.11.208:41950 -> 10.0.11.23:5672) ,14
<*> <*> (10.0.11.208:41950 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,14
closing AMQP connection <*> (10.0.11.208:41950 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,14
closing AMQP connection <*> (10.0.11.197:42234 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,14
accepting AMQP connection <*> (10.0.11.208:42016 -> 10.0.11.23:5672) ,14
<*> <*> (10.0.11.208:42016 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,14
closing AMQP connection <*> (10.0.11.208:42016 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,14
accepting AMQP connection <*> (10.0.11.208:42030 -> 10.0.11.23:5672) ,10
<*> <*> (10.0.11.208:42030 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,10
closing AMQP connection <*> (10.0.11.208:42030 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,10
accepting AMQP connection <*> (10.0.11.208:43750 -> 10.0.11.23:5672) ,12
<*> <*> (10.0.11.208:43750 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,12
closing AMQP connection <*> (10.0.11.208:43750 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,12
accepting AMQP connection <*> (10.0.11.197:45102 -> 10.0.11.23:5672) ,19
<*> <*> (10.0.11.197:45102 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,19
closing AMQP connection <*> (10.0.11.197:45102 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,19
accepting AMQP connection <*> (10.0.11.197:47502 -> 10.0.11.23:5672) ,13
<*> <*> (10.0.11.197:47502 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,13
closing AMQP connection <*> (10.0.11.197:47502 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,13
accepting AMQP connection <*> (10.0.11.197:48586 -> 10.0.11.23:5672) ,12
<*> <*> (10.0.11.197:48586 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,12
accepting AMQP connection <*> (10.0.11.208:48204 -> 10.0.11.23:5672) ,9
<*> <*> (10.0.11.208:48204 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,9
closing AMQP connection <*> (10.0.11.208:48204 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,9
closing AMQP connection <*> (10.0.11.197:48586 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,12
accepting AMQP connection <*> (10.0.11.208:48296 -> 10.0.11.23:5672) ,12
<*> <*> (10.0.11.208:48296 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,12
accepting AMQP connection <*> (10.0.11.197:48714 -> 10.0.11.23:5672) ,8
<*> <*> (10.0.11.197:48714 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,8
closing AMQP connection <*> (10.0.11.197:48714 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,8
closing AMQP connection <*> (10.0.11.208:48296 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,12
accepting AMQP connection <*> (10.0.11.208:49366 -> 10.0.11.23:5672) ,11
<*> <*> (10.0.11.208:49366 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,11
closing AMQP connection <*> (10.0.11.208:49366 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,11
accepting AMQP connection <*> (10.0.11.208:49474 -> 10.0.11.23:5672) ,12
<*> <*> (10.0.11.208:49474 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,12
accepting AMQP connection <*> (10.0.11.197:49836 -> 10.0.11.23:5672) ,9
<*> <*> (10.0.11.197:49836 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,9
closing AMQP connection <*> (10.0.11.208:49474 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,12
accepting AMQP connection <*> (10.0.11.208:49488 -> 10.0.11.23:5672) ,11
<*> <*> (10.0.11.208:49488 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,11
closing AMQP connection <*> (10.0.11.208:49488 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,11
closing AMQP connection <*> (10.0.11.197:49836 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,9
accepting AMQP connection <*> (10.0.11.208:49518 -> 10.0.11.23:5672) ,10
<*> <*> (10.0.11.208:49518 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,10
closing AMQP connection <*> (10.0.11.208:49518 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,10
accepting AMQP connection <*> (10.0.11.208:49532 -> 10.0.11.23:5672) ,10
